Name,Ticker,"Sub-Sector","Market Cap","Percentage Buy Reco’s","Percentage Upside","No. of analysts with buy reco","Percentage Sell Reco's","Percentage Hold Reco's","Total no. of analysts"
DCB Bank Ltd,DCBBANK,"Private Banks","5835.081625901999","100","26.889550921328485","16","0","0","16"
Sapphire Foods India Ltd,SAPPHIRE,"Restaurants & Cafes","5818.637495025","76.19047619047619","32.56006628003313","16","4.761904761904762","19.047619047619047","21"
PTC India Ltd,PTC,"Power Trading & Consultancy","5811.235357872","0",,"0","0","0",
Kotak Gold Etf,GOLD1,"Gold","5792.8366456","0",,"0","0","0",
Saatvik Green Energy Ltd,SAATVIKGL,"Renewable Energy Equipment & Services","5774.38033172","100","17.763592339863525","1","0","0","1"
Suprajit Engineering Ltd,SUPRAJIT,"Auto Parts","5746.099347830001","100","25.328240630222016","5","0","0","5"
Arvind Fashions Ltd,ARVINDFASN,"Textiles","5734.467303044999","100","53.36207901177019","7","0","0","7"
Piccadily Agro Industries Ltd,PICCADIL,"Alcoholic Beverages","5699.404592559999","0",,"0","0","0",
Fiem Industries Ltd,FIEMIND,"Auto Parts","5661.8852592","100","22.861658609148392","4","0","0","4"
Fedbank Financial Services Ltd,FEDFINA,"Diversified Financials","5646.65832171","75","29.267484255883335","3","0","25","4"
Happiest Minds Technologies Ltd,HAPPSTMNDS,"IT Services & Consulting","5622.05033544","100","42.85714285714286","8","0","0","8"
MAS Financial Services Ltd,MASFIN,"Diversified Financials","5619.61108569","100","29.964481756538593","6","0","0","6"
Sigma Advanced Systems Ltd,SIGMAADV,"Aerospace & Defense Equipments","5588.56104555","0",,"0","0","0",
SIS Ltd,SIS,"Business Support Services","5581.1590175","100","8.860759493670885","4","0","0","4"
ICICI Prudential Gold ETF,GOLDIETF,"Gold","5580.947736","0",,"0","0","0",
HDFC Gold ETF,HDFCGOLD,"Gold","5567.2504544","0",,"0","0","0",
Ceigall India Ltd,CEIGALL,"Construction & Engineering","5559.748138815","50","12.799624001253337","1","0","50","2"
Senco Gold Ltd,SENCO,"Precious Metals, Jewellery & Watches","5549.21504163","66.66666666666667","38.61824623560674","4","0","33.333333333333336","6"
Balu Forge Industries Ltd,BALUFORGE,"Construction & Engineering","5498.3376985","0",,"0","0","0",
Mrs. Bectors Food Specialities Ltd,BECTORFOOD,"FMCG - Foods","5481.9310549150005","100","45.60116480931848","11","0","0","11"
Hindustan Construction Company Ltd,HCC,"Construction & Engineering","5474.68824958","0",,"0","100","0","1"
Indus Infra Trust,INDUSINVIT,"Power Infrastructure","5465.8623857","0",,"0","0","0",
Entero Healthcare Solutions Ltd,ENTERO,"Pharmaceuticals","5459.31726539","100","8.472144735793414","4","0","0","4"
SML Mahindra Ltd,SMLMAH,"Trucks & Buses","5418.1842624","0",,"0","0","0",
PNC Infratech Ltd,PNCINFRA,"Construction & Engineering","5363.720861819999","85.71428571428571","36.789745551941834","12","0","14.285714285714286","14"
Midwest Gold Ltd,MIDWEST,"Mining - Diversified","5355.5711186","0",,"0","0","0",
Epigral Ltd,EPIGRAL,"Commodity Chemicals","5351.2515655199995","100","61.23831022250885","1","0","0","1"
Ahluwalia Contracts (India) Ltd,AHLUCONT,"Construction & Engineering","5291.6823022","81.81818181818181","21.400088613203362","9","0","18.181818181818183","11"
NDR InvIT Trust,NDRINVIT,"Logistics","5274.5","0",,"0","0","0",
Gujarat Alkalies And Chemicals Ltd,GUJALKALI,"Commodity Chemicals","5267.2636608","0",,"0","0","0",
Surya Roshni Ltd,SURYAROSNI,"Iron & Steel","5246.62763456","0","11.157196184155953","0","0","100","1"
Puravankara Ltd,PURVA,"Real Estate","5246.462503378","100","80.80730461510646","1","0","0","1"
Skipper Ltd,SKIPPER,"Power Infrastructure","5240.440784525","100","21.72788969083271","2","0","0","2"
Dhenu Buildcon Infra Ltd,DHENUBUILD,"Commodities Trading","5215.80399426",,,"0","0","0",
ICRA Ltd,ICRA,"Stock Exchanges & Ratings","5215.564215","100","29.486114955254173","2","0","0","2"
Dhanuka Agritech Ltd,DHANUKA,"Fertilizers & Agro Chemicals","5187.61352592","71.42857142857143","18.004866180048666","5","0","28.571428571428573","7"
Aeroflex Industries Ltd,AEROFLEX,"Iron & Steel","5174.79468264","100","4.845927630737754","1","0","0","1"
CARE Ratings Ltd,CARERATING,"Stock Exchanges & Ratings","5169.05701926","100","23.822811301011505","1","0","0","1"
Shree Renuka Sugars Ltd,RENUKA,"Sugar","5167.973168844001","0",,"0","0","0",
Rain Industries Ltd,RAIN,"Commodity Chemicals","5140.7073578360005","0",,"0","0","0",
Energy Infrastructure Trust,ENERGYINF,"Oil & Gas - Storage & Transportation","5092.88","0",,"0","0","0",
Sharda Motor Industries Ltd,SHARDAMOTR,"Auto Parts","5076.56609448","0",,"0","0","0",
Smartworks Coworking Spaces Ltd,SMARTWORKS,"Real Estate","5060.09603566","100","42.26035903804899","6","0","0","6"
Omnitech Engineering Ltd,OMNI,"Industrial Machinery","5051.756917",,,,,,
CMS Info Systems Ltd,CMSINFO,"Software Services","5037.085566895","100","21.098218663180262","4","0","0","4"
Innova Captab Ltd,INNOVACAP,"Pharmaceuticals","5036.93825058","100","22.528970688479884","2","0","0","2"
V-mart Retail Ltd,VMART,"Retail - Department Stores","5034.874482485","100","34.537994160814335","15","0","0","15"
Mastek Ltd,MASTEK,"IT Services & Consulting","5019.95662926","75","37.71382696226765","3","0","25","4"
Lumax Industries Ltd,LUMAXIND,"Auto Parts","5014.1234448","100","28.43959731543624","2","0","0","2"
CE Info Systems Ltd,MAPMYINDIA,"Software Services","4993.93450192","66.66666666666667","27.748231810954543","4","16.666666666666668","16.666666666666668","6"
Gokaldas Exports Ltd,GOKEX,"Apparel & Accessories","4992.86501192","83.33333333333333","25.183445846786036","5","0","16.666666666666668","6"
Senores Pharmaceuticals Ltd,SENORES,"Pharmaceuticals","4990.82733156","100","10.501061179293158","4","0","0","4"
TVS Supply Chain Solutions Ltd,TVSSCS,"Logistics","4987.540205235","100","21.185316231755866","1","0","0","1"
Keystone Realtors Ltd,RUSTOMJEE,"Real Estate","4985.1037108400005","100","63.33248923778173","3","0","0","3"
Bansal Wire Industries Ltd,BANSALWIRE,"Iron & Steel","4964.38923792","100","14.790286975717432","3","0","0","3"
Symphony Ltd,SYMPHONY,"Home Electronics & Appliances","4938.503731","83.33333333333333","38.35778349440312","5","0","16.666666666666668","6"
LG Balakrishnan & Bros Ltd,LGBBROSLTD,"Industrial Machinery","4928.01612032","100","20.27569246699456","2","0","0","2"
Pilani Investment And Industries Corporation Ltd,PILANIINVS,"Asset Management","4913.643105","0",,"0","0","0",
Network18 Media & Investments Ltd,NETWORK18,"Movies & TV Serials","4900.476057204","0",,"0","0","0",
RattanIndia Power Ltd,RTNPOWER,"Power Generation","4886.7963326","0",,"0","0","0",
GNG Electronics Ltd,EBGNG,"Electronic Equipments","4860.8810272949995","0",,"0","0","0","0"
Kaveri Seed Company Ltd,KSCL,"Seeds","4844.544081135","100","18.263709634936525","2","0","0","2"
Midwest Ltd,MIDWESTLTD,"Building Products - Granite","4842.29487056","100","-8.894033305951753","1","0","0","1"
Man Infraconstruction Ltd,MANINFRA,"Construction & Engineering","4836.7320629099995","0",,"0","0","0",
Avenuesai Ltd,CCAVENUE,"Payment Infrastructure","4831.332712677","100","69.79768786127168","2","0","0","2"
Electrosteel Castings Ltd,ELECTCAST,"Building Products - Pipes","4822.457994391","0","-8.98602743238047","0","0","100","1"
Rallis India Ltd,RALLIS,"Fertilizers & Agro Chemicals","4820.8837831","46.15384615384615","16.982654296087127","6","15.384615384615385","38.46153846153846","13"
Ion Exchange (India) Ltd,IONEXCHANG,"Environmental Services","4791.21428875","100","14.945477870429762","1","0","0","1"
AGI Infra Ltd,AGIIL,"Real Estate","4771.15029996","0",,"0","0","0",
Jana Small Finance Bank Ltd,JSFB,"Private Banks","4759.090108044999","100","16.38168781025924","2","0","0","2"
Madhya Bharat Agro Products Ltd,MBAPL,"Fertilizers & Agro Chemicals","4745.4369357","0",,"0","0","0",
Canara Robeco Asset Management Company Ltd,CRAMC,"Asset Management","4734.16974072","75","28.685762426284747","3","0","25","4"
Rattanindia Enterprises Ltd,RTNINDIA,"Power Trading & Consultancy","4730.920931304","0",,"0","0","0",
Wakefit Innovations Ltd,WAKEFIT,"Home Furnishing","4714.564909712","0","-30.011198208286675","0","100","0","1"
Unimech Aerospace and Manufacturing Ltd,UNIMECH,"Aerospace & Defense Equipments","4705.78738399","100","55.084837350048645","1","0","0","1"
Indigo Paints Ltd,INDIGOPNTS,"Paints","4690.09324925","100","21.982210927573064","5","0","0","5"
India Tourism Development Corp Ltd,ITDC,"Tour & Travel Services","4664.139972","0",,"0","0","0",
Subros Ltd,SUBROS,"Auto Parts","4659.137265","100","43.23718846261551","3","0","0","3"
Shilchar Technologies Ltd,SHILCTECH,"Electronic Equipments","4652.72934","0",,"0","0","0",
Stylam Industries Ltd,STYLAMIND,"Construction & Engineering","4646.6496102","60","-2.9069555385344796","3","0","40","5"
Neogen Chemicals Ltd,NEOGEN,"Specialty Chemicals","4643.110460180001","75","5.413693459928051","6","12.5","12.5","8"
Nirlon Ltd,NIRLON,"Real Estate","4642.8814208","0",,"0","0","0",
ASM Technologies Ltd,ASMTEC,"IT Services & Consulting","4629.54568932","0",,"0","0","0",
Sterling and Wilson Renewable Energy Ltd,SWSOLAR,"Renewable Energy Equipment & Services","4561.57508676","100","49.746582706189514","2","0","0","2"
Roadstar Infra Investment Trust,ROADSTAR,"Roads","4554.77143","0",,"0","0","0",
Websol Energy System Ltd,WEBELSOLAR,"Renewable Energy Equipment & Services","4535.2716076199995","0",,"0","0","0",
Datamatics Global Services Ltd,DATAMATICS,"IT Services & Consulting","4528.73152518","100","20.073087966588353","1","0","0","1"
Bannari Amman Sugars Ltd,BANARISUG,"Sugar","4524.198363","0",,"0","0","0",
Paisalo Digital Ltd,PAISALO,"Consumer Finance","4485.761882568","100","52.06812652068127","1","0","0","1"
Swaraj Engines Ltd,SWARAJENG,"Tractors","4483.300185","100","25.460704607046072","2","0","0","2"
Goodluck India Ltd,GOODLUCK,"Iron & Steel","4482.54532374","100","32.581936823372395","1","0","0","1"
Ge Power India Ltd,GVPIL,"Construction & Engineering","4466.257035885","0",,"0","0","0",
Gulf Oil Lubricants India Ltd,GULFOILLUB,"Commodity Chemicals","4463.878090365","100","77.4524482892475","5","0","0","5"
Jamna Auto Industries Ltd,JAMNAAUTO,"Auto Parts","4461.6188466","100","65.77060931899642","1","0","0","1"
Northern ARC Capital Ltd,NORTHARC,"Diversified Financials","4456.6466407650005","100","38.84357440638027","4","0","0","4"
Mahindra Holidays and Resorts India Ltd,MHRIL,"Hotels, Resorts & Cruise Lines","4451.691262016","100","58.571946357375865","1","0","0","1"
Electronics Mart India Ltd,EMIL,"Home Electronics & Appliances","4450.773678816","85.71428571428571","26.21023513139695","6","0","14.285714285714286","7"
Juniper Hotels Ltd,JUNIPER,"Hotels, Resorts & Cruise Lines","4450.492684768","100","78.23217678232176","4","0","0","4"
Pondy Oxides and Chemicals Ltd,POCL,"Metals - Lead","4446.71380146","100","5.530396596679011","1","0","0","1"
Man Industries (India) Ltd,MANINDS,"Building Products - Pipes","4444.692129605","100","-9.71226056872837","1","0","0","1"
KSH International Ltd,KSHINTL,"Electrical Components & Equipments","4430.545223","100","-8.24285058877504","1","0","0","1"
Raymond Lifestyle Ltd,RAYMONDLSL,"Apparel & Accessories","4430.28709186","100","51.01732196865549","2","0","0","2"
Artemis Medicare Services Ltd,ARTEMISMED,"Business Support Services","4425.134522391","66.66666666666667","18.949665509963165","2","0","33.333333333333336","3"
Centum Electronics Ltd,CENTUM,"Electronic Equipments","4425.048177119999","100","10.066039623774271","1","0","0","1"
Knowledge Marine & Engineering Works Ltd,KMEW,"Dredging","4416.07255128","100","20.720459703510546","1","0","0","1"
Texmaco Rail & Engineering Ltd,TEXRAIL,"Rail","4410.005095908","100","54.99584832549128","2","0","0","2"
Laxmi Organic Industries Ltd,LXCHEM,"Specialty Chemicals","4393.248913816","0","-5.350832912670362","0","0","100","1"
Responsive Industries Ltd,RESPONIND,"Building Products - Granite","4391.309328224","0",,"0","0","0",
Just Dial Ltd,JUSTDIAL,"Online Services","4364.49179724","85.71428571428571","94.85580670303973","6","14.285714285714286","0","7"
Aurionpro Solutions Ltd,AURIONPRO,"IT Services & Consulting","4356.07144935","100","38.792065403384235","2","0","0","2"
Advanced Enzyme Technologies Ltd,ADVENZYMES,"Specialty Chemicals","4354.7524735","100","-4.859861146824371","1","0","0","1"
VST Industries Ltd,VSTIND,"FMCG - Tobacco","4353.5405056","0","27.584861490440886","0","0","0","0"
Thomas Cook (India) Ltd,THOMASCOOK,"Tour & Travel Services","4347.816690021","100","40.92808916514843","2","0","0","2"
VRL Logistics Ltd,VRLLOG,"Logistics","4325.31707775","100","37.917087967644086","7","0","0","7"
Bajaj Hindusthan Sugar Ltd,BAJAJHIND,"Sugar","4319.105962128","0",,"0","0","0",
Goldiam International Ltd,GOLDIAM,"Precious Metals, Jewellery & Watches","4297.08855342","0",,"0","0","0",
Sunteck Realty Ltd,SUNTECK,"Real Estate","4270.166087","100","77.44154057771664","11","0","0","11"
V I P Industries Ltd,VIPIND,"Apparel & Accessories","4262.2656392300005","33.333333333333336","-2.516247292117984","2","66.66666666666667","0","6"
IFB Industries Ltd,IFBIND,"Auto Parts","4233.40380608","33.333333333333336","39.835375191424205","1","0","66.66666666666667","3"
Krishana Phoschem Ltd,KRISHANA,"Fertilizers & Agro Chemicals","4231.171806","0",,"0","0","0",
Tanfac Industries Ltd,TANFACIND,"Diversified Chemicals","4216.0335","0",,"0","0","0",
Raghav Productivity Enhancers Ltd,RPEL,"Commodity Chemicals","4211.042815","0",,"0","0","0",
GHCL Ltd,GHCL,"Commodity Chemicals","4195.6300287","100","75.66974088713219","1","0","0","1"
Oswal Pumps Ltd,OSWALPUMPS,"Industrial Machinery","4192.530087175","100","22.365737593473828","3","0","0","3"
OnEMI Technology Solutions Ltd,KISSHT,"Consumer Finance","4168.438447302",,,,,,
Zota Health Care Ltd,ZOTA,"Pharmaceuticals","4164.91491262","0",,"0","0","0",
PDS Ltd,PDSL,"Textiles","4156.7842379349995","100","39.28996093086461","1","0","0","1"
Sindhu Trade Links Ltd,SINDHUTRAD,"Logistics","4136.99491674","0",,"0","0","0",
Hemisphere Properties India Ltd,HEMIPROP,"Real Estate","4129.935","0",,"0","0","0",
Seshaasai Technologies Ltd,STYL,"Payment Infrastructure","4124.754116392",,,,,,
Capillary Technologies India Ltd,CAPILLARY,"Software Services","4113.072480165","100","27.523910733262497","2","0","0","2"
Seamec Ltd,SEAMECLTD,"Oil & Gas - Equipment & Services","4111.731","0",,"0","0","0",
Avantel Ltd,AVANTEL,"Communication & Networking","4110.0154278","0",,"0","0","0",
TruAlt Bioenergy Ltd,TRUALT,"FMCG - Foods","4100.688901619999",,,,,,
Lux Industries Ltd,LUXIND,"Apparel & Accessories","4093.05650091","100","-14.848284475791635","1","0","0","1"
Ram Ratna Wires Ltd,RAMRAT,"Electrical Components & Equipments","4087.2891175199998","0",,"0","0","0",
WPIL Ltd,WPIL,"Industrial Machinery","4049.919722","100","49.099667393049664","1","0","0","1"
Vishnu Chemicals Ltd,VISHNU,"Diversified Chemicals","4036.22442864","100","8.40560373582388","1","0","0","1"
Hawkins Cookers Ltd,HAWKINCOOK,"Housewares","4012.261826625","0",,"0","0","0",
Restaurant Brands Asia Ltd,RBA,"Restaurants & Cafes","3988.6224319410003","88.88888888888889","16.907788981440877","8","0","11.11111111111111","9"
Orient Electric Ltd,ORIENTELEC,"Home Electronics & Appliances","3979.7007481480005","91.66666666666667","25.991850739867033","11","0","8.333333333333334","12"
Foseco India Ltd,FOSECOIND,"Specialty Chemicals","3979.1451438699996","0",,"0","0","0",
Ellenbarrie Industrial Gases Ltd,ELLEN,"Commodity Chemicals","3977.202632","100","23.139617292700216","2","0","0","2"
SMS Pharmaceuticals Ltd,SMSPHARMA,"Pharmaceuticals","3973.6556329","0",,"0","0","0",
Fineotex Chemical Ltd,FCL,"Specialty Chemicals","3973.2770708","100","-17.93669402110199","1","0","0","1"
Bajaj Electricals Ltd,BAJAJELEC,"Home Electronics & Appliances","3953.2858273800002","46.15384615384615","25.510799766491527","6","15.384615384615385","38.46153846153846","13"
Moschip Technologies Ltd,MOSCHIP,"Software Services","3917.1194491879996","0",,"0","0","0",
Greaves Cotton Ltd,GREAVESCOT,"Industrial Machinery","3914.515896936","100",,"1","0","0","1"
Rolex Rings Ltd,ROLEXRINGS,"Industrial Machinery","3911.7929356800005","100","18.351434140907838","2","0","0","2"
Anup Engineering Ltd,ANUP,"Textiles","3910.1421632","100","53.68852459016394","1","0","0","1"
Indiabulls Ltd,IBULLSLTD,"Retail - Online","3888.314670532","0",,"0","0","0",
Styrenix Performance Materials Ltd,STYRENIX,"Commodity Chemicals","3883.78528125","100","34.208738963097126","1","0","0","1"
VST Tillers Tractors Ltd,VSTTILLERS,"Tractors","3883.3559952","66.66666666666667","24.910873440285204","2","33.333333333333336","0","3"
GMM Pfaudler Ltd,GMMPFAUDLR,"Industrial Machinery","3882.0562924","100","154.77707006369425","1","0","0","1"
HG Infra Engineering Ltd,HGINFRA,"Construction & Engineering","3876.051826725","76.92307692307692","89.32324506094997","10","0","23.076923076923077","13"
Pace Digitek Ltd,PACEDIGITK,"Power Transmission & Distribution","3875.394724958","100","46.48546284950429","1","0","0","1"
Gujarat Themis Biosyn Ltd,GUJTHEM,"Pharmaceuticals","3874.8048234","0",,"0","0","0",
Cian Agro Industries & Infrastructure Ltd,CIANAGRO,"Agro Products","3861.913580525","0",,"0","0","0",
Sustainable Energy Infra Trust,SEITINVIT,"Power Infrastructure","3855.6","0",,"0","0","0",
Shivalik Bimetal Controls Ltd,SBCL,"Iron & Steel","3829.527216","100","8.303249097472932","1","0","0","1"
Wheels India Ltd,WHEELS,"Auto Parts","3824.74369848","0",,"0","0","0",
Intelligent Supply Chain Infrastructure Trust,ISCITRUST,"Logistics","3810","0",,"0","0","0",
Ashiana Housing Ltd,ASHIANA,"Real Estate","3806.87633459","0",,"0","0","0",
RPG Life Sciences Ltd,RPGLIFE,"Pharmaceuticals","3803.97345","0",,"0","0","0",
Refex Industries Ltd,REFEX,"Commodity Chemicals","3801.66480684","0",,"0","0","0",
eMudhra Ltd,EMUDHRA,"IT Services & Consulting","3801.0767912300003","100","51.09000647528599","1","0","0","1"
Bondada Engineering Ltd,BONDADA,"Construction & Engineering","3795.852392275","0",,"0","0","0",
